source,target,weight
Suriname,Argentina,4
Suriname,Uruguay,4
Ecuador,United States of America,4
Ecuador,Bahamas,4
Ecuador,Haiti,4
Ecuador,Dominican Republic,4
Ecuador,Jamaica,4
Ecuador,Trinidad and Tobago,4
Ecuador,Barbados,4
Ecuador,Dominica,4
Ecuador,Grenada,4
Ecuador,St. Lucia,4
Ecuador,St. Vincent and the Grenadines,4
Ecuador,Antigua & Barbuda,4
Ecuador,St. Kitts and Nevis,4
Ecuador,Mexico,4
Ecuador,Belize,4
Ecuador,Guatemala,4
Ecuador,Honduras,4
Ecuador,El Salvador,4
Ecuador,Nicaragua,4
Ecuador,Costa Rica,4
Ecuador,Panama,4
Ecuador,Colombia,4
Ecuador,Venezuela,4
Ecuador,Guyana,4
Ecuador,Suriname,4
Ecuador,Peru,4
Ecuador,Brazil,4
Ecuador,Bolivia,4
Ecuador,Paraguay,4
Ecuador,Chile,4
Ecuador,Argentina,4
Ecuador,Uruguay,4
Ecuador,Russia,2
Peru,United States of America,4
Peru,Bahamas,4
Peru,Haiti,4
Peru,Dominican Republic,4
Peru,Jamaica,4
Peru,Trinidad and Tobago,4
Peru,Barbados,4
Peru,Dominica,4
Peru,Grenada,4
Peru,St. Lucia,4
Peru,St. Vincent and the Grenadines,4
Peru,Antigua & Barbuda,4
Peru,St. Kitts and Nevis,4
Peru,Mexico,4
Peru,Belize,4
Peru,Guatemala,4
Peru,Honduras,4
Peru,El Salvador,4
Peru,Nicaragua,4
Peru,Costa Rica,4
Peru,Panama,4
Peru,Colombia,4
Peru,Venezuela,4
Peru,Guyana,4
Peru,Suriname,4
Peru,Ecuador,4
Peru,Brazil,4
Peru,Bolivia,4
Peru,Paraguay,4
Peru,Chile,4
Peru,Argentina,4
Peru,Uruguay,4
Peru,Ukraine,2
Brazil,United States of America,4
Brazil,Canada,2
Brazil,Bahamas,4
Brazil,Haiti,4
Brazil,Dominican Republic,4
Brazil,Jamaica,4
Brazil,Trinidad and Tobago,4
Brazil,Barbados,4
Brazil,Dominica,4
Brazil,Grenada,4
Brazil,St. Lucia,4
Brazil,St. Vincent and the Grenadines,4
Brazil,Antigua & Barbuda,4
Brazil,St. Kitts and Nevis,4
Brazil,Mexico,4
Brazil,Belize,4
Brazil,Guatemala,4
Brazil,Honduras,4
Brazil,El Salvador,4
Brazil,Nicaragua,4
Brazil,Costa Rica,4
Brazil,Panama,4
Brazil,Colombia,4
Brazil,Venezuela,4
Brazil,Guyana,4
Brazil,Suriname,4
Brazil,Ecuador,4
Brazil,Peru,4
Brazil,Bolivia,4
Brazil,Paraguay,4
Brazil,Chile,4
Brazil,Argentina,4
Brazil,Uruguay,4
Brazil,United Kingdom,2
Brazil,France,2
Brazil,Russia,2
Brazil,Ukraine,2
Brazil,Norway,2
Brazil,Ivory Coast,2
Brazil,Morocco,2
Brazil,Turkey,2
Brazil,Egypt,2
Brazil,China,2
Brazil,Mongolia,2
Brazil,North Korea,2
Brazil,South Korea,2
Brazil,Japan,2
Brazil,India,2
Brazil,Pakistan,2
Brazil,Bangladesh,2
Brazil,Myanmar,2
Brazil,Sri Lanka,2
Brazil,Thailand,2
Brazil,Cambodia,2
Brazil,Laos,2
Brazil,Vietnam,2
Brazil,Malaysia,2
Brazil,Singapore,2
Brazil,Brunei,2
Brazil,Philippines,2
Brazil,Indonesia,2
Brazil,East Timor,2
Brazil,Australia,2
Brazil,Papua New Guinea,2
Brazil,New Zealand,2
Bolivia,United States of America,4
Bolivia,Bahamas,4
Bolivia,Haiti,4
Bolivia,Dominican Republic,4
Bolivia,Jamaica,4
Bolivia,Trinidad and Tobago,4
Bolivia,Barbados,4
Bolivia,Dominica,4
Bolivia,Grenada,4
Bolivia,St. Lucia,4
Bolivia,St. Vincent and the Grenadines,4
Bolivia,Antigua & Barbuda,4
Bolivia,St. Kitts and Nevis,4
Bolivia,Mexico,4
Bolivia,Belize,4
Bolivia,Guatemala,4
Bolivia,Honduras,4
Bolivia,El Salvador,4
Bolivia,Nicaragua,4
Bolivia,Costa Rica,4
Bolivia,Panama,4
Bolivia,Colombia,4
Bolivia,Venezuela,4
Bolivia,Guyana,4
Bolivia,Suriname,4
Bolivia,Ecuador,4
Bolivia,Peru,4
Bolivia,Brazil,4
Bolivia,Paraguay,4
Bolivia,Chile,4
Bolivia,Argentina,4
Bolivia,Uruguay,4
Paraguay,United States of America,4
Paraguay,Bahamas,4
Paraguay,Haiti,4
Paraguay,Dominican Republic,4
Paraguay,Jamaica,4
Paraguay,Trinidad and Tobago,4
Paraguay,Barbados,4
Paraguay,Dominica,4
Paraguay,Grenada,4
Paraguay,St. Lucia,4
Paraguay,St. Vincent and the Grenadines,4
Paraguay,Antigua & Barbuda,4
Paraguay,St. Kitts and Nevis,4
Paraguay,Mexico,4
Paraguay,Belize,4
Paraguay,Guatemala,4
Paraguay,Honduras,4
Paraguay,El Salvador,4
Paraguay,Nicaragua,4
Paraguay,Costa Rica,4
Paraguay,Panama,4
Paraguay,Colombia,4
Paraguay,Venezuela,4
Paraguay,Guyana,4
Paraguay,Suriname,4
Paraguay,Ecuador,4
Paraguay,Peru,4
Paraguay,Brazil,4
Paraguay,Bolivia,4
Paraguay,Chile,4
Paraguay,Argentina,4
Paraguay,Uruguay,4
Paraguay,Russia,2
Chile,United States of America,4
Chile,Canada,2
Chile,Bahamas,4
Chile,Haiti,4
Chile,Dominican Republic,4
Chile,Jamaica,4
Chile,Trinidad and Tobago,4
Chile,Barbados,4
Chile,Dominica,4
Chile,Grenada,4
Chile,St. Lucia,4
Chile,St. Vincent and the Grenadines,4
Chile,Antigua & Barbuda,4
Chile,St. Kitts and Nevis,4
Chile,Mexico,4
Chile,Belize,4
Chile,Guatemala,4
Chile,Honduras,4
Chile,El Salvador,4
Chile,Nicaragua,4
Chile,Costa Rica,4
Chile,Panama,4
Chile,Colombia,4
Chile,Venezuela,4
Chile,Guyana,4
Chile,Suriname,4
Chile,Ecuador,4
Chile,Peru,4
Chile,Brazil,4
Chile,Bolivia,4
Chile,Paraguay,4
Chile,Argentina,4
Chile,Uruguay,4
Chile,United Kingdom,2
Chile,France,2
Chile,Russia,2
Chile,Norway,2
Chile,Morocco,2
Chile,Turkey,2
Chile,Egypt,2
Chile,China,2
Chile,Mongolia,2
Chile,North Korea,2
Chile,South Korea,2
Chile,Japan,2
Chile,India,2
Chile,Pakistan,2
Chile,Bangladesh,2
Chile,Myanmar,2
Chile,Sri Lanka,2
Chile,Thailand,2
Chile,Cambodia,2
Chile,Laos,2
Chile,Vietnam,2
Chile,Malaysia,2
Chile,Singapore,2
Chile,Brunei,2
Chile,Philippines,2
Chile,Indonesia,2
Chile,East Timor,2
Chile,Australia,2
Chile,Papua New Guinea,2
Chile,New Zealand,2
Argentina,United States of America,4
Argentina,Bahamas,4
Argentina,Haiti,4
Argentina,Dominican Republic,4
Argentina,Jamaica,4
Argentina,Trinidad and Tobago,4
Argentina,Barbados,4
Argentina,Dominica,4
Argentina,Grenada,4
Argentina,St. Lucia,4
Argentina,St. Vincent and the Grenadines,4
Argentina,Antigua & Barbuda,4
Argentina,St. Kitts and Nevis,4
Argentina,Mexico,4
Argentina,Belize,4
Argentina,Guatemala,4
Argentina,Honduras,4
Argentina,El Salvador,4
Argentina,Nicaragua,4
Argentina,Costa Rica,4
Argentina,Panama,4
Argentina,Colombia,4
Argentina,Venezuela,4
Argentina,Guyana,4
Argentina,Suriname,4
Argentina,Ecuador,4
Argentina,Peru,4
Argentina,Brazil,4
Argentina,Bolivia,4
Argentina,Paraguay,4
Argentina,Chile,4
Argentina,Uruguay,4
Uruguay,United States of America,4
Uruguay,Bahamas,4
Uruguay,Haiti,4
Uruguay,Dominican Republic,4
Uruguay,Jamaica,4
Uruguay,Trinidad and Tobago,4
Uruguay,Barbados,4
Uruguay,Dominica,4
Uruguay,Grenada,4
Uruguay,St. Lucia,4
Uruguay,St. Vincent and the Grenadines,4
Uruguay,Antigua & Barbuda,4
Uruguay,St. Kitts and Nevis,4
Uruguay,Mexico,4
Uruguay,Belize,4
Uruguay,Guatemala,4
Uruguay,Honduras,4
Uruguay,El Salvador,4
Uruguay,Nicaragua,4
Uruguay,Costa Rica,4
Uruguay,Panama,4
Uruguay,Colombia,4
Uruguay,Venezuela,4
Uruguay,Guyana,4
Uruguay,Suriname,4
Uruguay,Ecuador,4
Uruguay,Peru,4
Uruguay,Brazil,4
Uruguay,Bolivia,4
Uruguay,Paraguay,4
Uruguay,Chile,4
Uruguay,Argentina,4
United Kingdom,United States of America,4
United Kingdom,Canada,4
United Kingdom,Brazil,2
United Kingdom,Chile,2
United Kingdom,Ireland,4
United Kingdom,Netherlands,4
United Kingdom,Belgium,4
United Kingdom,Luxembourg,4
United Kingdom,France,4
United Kingdom,Monaco,2
United Kingdom,Liechtenstein,2
United Kingdom,Switzerland,2
United Kingdom,Spain,4
United Kingdom,Andorra,2
United Kingdom,Portugal,4
United Kingdom,Germany,4
United Kingdom,Poland,4
United Kingdom,Austria,4
United Kingdom,Hungary,4
United Kingdom,Czech Republic,4
United Kingdom,Slovakia,4
United Kingdom,Italy,4
United Kingdom,San Marino,2
United Kingdom,Malta,4
United Kingdom,Albania,4
United Kingdom,Montenegro,4
United Kingdom,Macedonia,2
United Kingdom,Croatia,4
United Kingdom,Yugoslavia,2
United Kingdom,Bosnia and Herzegovina,2
United Kingdom,Slovenia,4
United Kingdom,Greece,4
United Kingdom,Cyprus,4
United Kingdom,Bulgaria,4
United Kingdom,Moldova,2
United Kingdom,Romania,4
United Kingdom,Russia,2
United Kingdom,Estonia,4
United Kingdom,Latvia,4
United Kingdom,Lithuania,4
United Kingdom,Ukraine,2
United Kingdom,Belarus,2
United Kingdom,Armenia,2
United Kingdom,Georgia,2
United Kingdom,Azerbaijan,2
United Kingdom,Finland,4
United Kingdom,Sweden,4
United Kingdom,Norway,4
United Kingdom,Denmark,4
United Kingdom,Iceland,4
United Kingdom,Morocco,2
United Kingdom,Turkey,4
United Kingdom,Egypt,2
United Kingdom,Bahrain,2
United Kingdom,Qatar,2
United Kingdom,United Arab Emirates,2
United Kingdom,Turkmenistan,2
United Kingdom,Tajikistan,2
United Kingdom,Kyrgyzstan,2
United Kingdom,Uzbekistan,2
United Kingdom,Kazakhstan,2
United Kingdom,China,2
United Kingdom,Mongolia,2
United Kingdom,North Korea,2
United Kingdom,South Korea,2
United Kingdom,Japan,2
United Kingdom,India,2
United Kingdom,Pakistan,2
United Kingdom,Bangladesh,2
United Kingdom,Myanmar,2
United Kingdom,Sri Lanka,2
United Kingdom,Thailand,2
United Kingdom,Cambodia,2
United Kingdom,Laos,2
United Kingdom,Vietnam,2
United Kingdom,Malaysia,2
United Kingdom,Singapore,2
United Kingdom,Brunei,2
United Kingdom,Philippines,2
United Kingdom,Indonesia,2
United Kingdom,East Timor,2
United Kingdom,Australia,2
United Kingdom,Papua New Guinea,2
United Kingdom,New Zealand,2
Ireland,United States of America,2
Ireland,Canada,2
Ireland,United Kingdom,4
Ireland,Netherlands,4
Ireland,Belgium,4
Ireland,Luxembourg,4
Ireland,France,4
Ireland,Monaco,2
Ireland,Liechtenstein,2
Ireland,Switzerland,2
Ireland,Spain,4
Ireland,Andorra,2
Ireland,Portugal,4
Ireland,Germany,4
Ireland,Poland,4
Ireland,Austria,4
Ireland,Hungary,4
Ireland,Czech Republic,4
Ireland,Slovakia,4
Ireland,Italy,4
Ireland,San Marino,2
Ireland,Malta,4
Ireland,Albania,2
Ireland,Montenegro,2
Ireland,Macedonia,2
Ireland,Croatia,4
Ireland,Yugoslavia,2
Ireland,Bosnia and Herzegovina,2
Ireland,Slovenia,4
Ireland,Greece,4
Ireland,Cyprus,4
Ireland,Bulgaria,4
Ireland,Moldova,2
Ireland,Romania,4
Ireland,Russia,2
Ireland,Estonia,4
Ireland,Latvia,4
Ireland,Lithuania,4
Ireland,Ukraine,2
Ireland,Belarus,2
Ireland,Armenia,2
Ireland,Georgia,2
Ireland,Azerbaijan,2
Ireland,Finland,4
Ireland,Sweden,4
Ireland,Norway,2
Ireland,Denmark,4
Ireland,Iceland,2
Ireland,Turkey,2
Ireland,Turkmenistan,2
Ireland,Tajikistan,2
Ireland,Kyrgyzstan,2
Ireland,Uzbekistan,2
Ireland,Kazakhstan,2
Ireland,Mongolia,2
Netherlands,United States of America,4
Netherlands,Canada,4
Netherlands,United Kingdom,4
Netherlands,Ireland,4
Netherlands,Belgium,4
Netherlands,Luxembourg,4
Netherlands,France,4
Netherlands,Monaco,2
Netherlands,Liechtenstein,2
Netherlands,Switzerland,2
Netherlands,Spain,4
Netherlands,Andorra,2
Netherlands,Portugal,4
Netherlands,Germany,4
Netherlands,Poland,4
Netherlands,Austria,4
Netherlands,Hungary,4
Netherlands,Czech Republic,4
Netherlands,Slovakia,4
Netherlands,Italy,4
Netherlands,San Marino,2
Netherlands,Malta,4
Netherlands,Albania,4
Netherlands,Montenegro,4
Netherlands,Macedonia,2
Netherlands,Croatia,4
Netherlands,Yugoslavia,2
Netherlands,Bosnia and Herzegovina,2
Netherlands,Slovenia,4
Netherlands,Greece,4
Netherlands,Cyprus,4
Netherlands,Bulgaria,4
Netherlands,Moldova,2
Netherlands,Romania,4
Netherlands,Russia,2
Netherlands,Estonia,4
Netherlands,Latvia,4
Netherlands,Lithuania,4
Netherlands,Ukraine,2
Netherlands,Belarus,2
Netherlands,Armenia,2
Netherlands,Georgia,2
Netherlands,Azerbaijan,2
Netherlands,Finland,4
Netherlands,Sweden,4
Netherlands,Norway,4
Netherlands,Denmark,4
Netherlands,Iceland,4
Netherlands,Turkey,4
Netherlands,Turkmenistan,2
Netherlands,Tajikistan,2
Netherlands,Kyrgyzstan,2
Netherlands,Uzbekistan,2
Netherlands,Kazakhstan,2
Netherlands,Mongolia,2
Belgium,United States of America,4
Belgium,Canada,4
Belgium,United Kingdom,4
Belgium,Ireland,4
Belgium,Netherlands,4
Belgium,Luxembourg,4
Belgium,France,4
Belgium,Monaco,2
Belgium,Liechtenstein,2
Belgium,Switzerland,2
Belgium,Spain,4
Belgium,Andorra,2
Belgium,Portugal,4
Belgium,Germany,4
Belgium,Poland,4
Belgium,Austria,4
Belgium,Hungary,4
Belgium,Czech Republic,4
Belgium,Slovakia,4
Belgium,Italy,4
Belgium,San Marino,2
Belgium,Malta,4
Belgium,Albania,4
Belgium,Montenegro,4
Belgium,Macedonia,2
Belgium,Croatia,4
Belgium,Yugoslavia,2
Belgium,Bosnia and Herzegovina,2
Belgium,Slovenia,4
Belgium,Greece,4
Belgium,Cyprus,4
Belgium,Bulgaria,4
Belgium,Moldova,2
Belgium,Romania,4
Belgium,Russia,2
Belgium,Estonia,4
Belgium,Latvia,4
Belgium,Lithuania,4
Belgium,Ukraine,2
Belgium,Belarus,2
Belgium,Armenia,2
Belgium,Georgia,2
Belgium,Azerbaijan,2
Belgium,Finland,4
Belgium,Sweden,4
Belgium,Norway,4
Belgium,Denmark,4
Belgium,Iceland,4
Belgium,Turkey,4
Belgium,Turkmenistan,2
Belgium,Tajikistan,2
Belgium,Kyrgyzstan,2
Belgium,Uzbekistan,2
Belgium,Kazakhstan,2
Belgium,Mongolia,2
Luxembourg,United States of America,4
Luxembourg,Canada,4
Luxembourg,United Kingdom,4
Luxembourg,Ireland,4
Luxembourg,Netherlands,4
Luxembourg,Belgium,4
Luxembourg,France,4
Luxembourg,Monaco,2
Luxembourg,Liechtenstein,2
Luxembourg,Switzerland,2
Luxembourg,Spain,4
Luxembourg,Andorra,2
Luxembourg,Portugal,4
Luxembourg,Germany,4
Luxembourg,Poland,4
Luxembourg,Austria,4
Luxembourg,Hungary,4
Luxembourg,Czech Republic,4
Luxembourg,Slovakia,4
Luxembourg,Italy,4
Luxembourg,San Marino,2
Luxembourg,Malta,4
Luxembourg,Albania,4
Luxembourg,Montenegro,4
Luxembourg,Macedonia,2
Luxembourg,Croatia,4
Luxembourg,Yugoslavia,2
Luxembourg,Bosnia and Herzegovina,2
Luxembourg,Slovenia,4
Luxembourg,Greece,4
Luxembourg,Cyprus,4
Luxembourg,Bulgaria,4
Luxembourg,Moldova,2
Luxembourg,Romania,4
Luxembourg,Russia,2
Luxembourg,Estonia,4
Luxembourg,Latvia,4
Luxembourg,Lithuania,4
Luxembourg,Ukraine,2
Luxembourg,Belarus,2
Luxembourg,Armenia,2
Luxembourg,Georgia,2
Luxembourg,Azerbaijan,2
Luxembourg,Finland,4
Luxembourg,Sweden,4
Luxembourg,Norway,4
Luxembourg,Denmark,4
Luxembourg,Iceland,4
Luxembourg,Turkey,4
Luxembourg,Turkmenistan,2
Luxembourg,Tajikistan,2
Luxembourg,Kyrgyzstan,2
Luxembourg,Uzbekistan,2
Luxembourg,Kazakhstan,2
Luxembourg,Mongolia,2
France,United States of America,4
France,Canada,4
France,Brazil,2
France,Chile,2
France,United Kingdom,4
France,Ireland,4
France,Netherlands,4
France,Belgium,4
France,Luxembourg,4
France,Monaco,2
France,Liechtenstein,2
France,Switzerland,2
France,Spain,4
France,Andorra,2
France,Portugal,4
France,Germany,4
France,Poland,4
France,Austria,4
France,Hungary,4
France,Czech Republic,4
France,Slovakia,4
France,Italy,4
France,San Marino,2
France,Malta,4
France,Albania,4
France,Montenegro,4
France,Macedonia,2
France,Croatia,4
France,Yugoslavia,2
France,Bosnia and Herzegovina,2
France,Slovenia,4
France,Greece,4
France,Cyprus,4
France,Bulgaria,4
France,Moldova,2
France,Romania,4
France,Russia,2
France,Estonia,4
France,Latvia,4
France,Lithuania,4
France,Ukraine,2
France,Belarus,2
France,Armenia,2
France,Georgia,2
France,Azerbaijan,2
France,Finland,4
France,Sweden,4
France,Norway,4
France,Denmark,4
France,Iceland,4
France,Senegal,4
France,Togo,1
France,Gabon,4
France,Central African Republic,4
France,Djibouti,1
France,Comoros,4
France,Morocco,2
France,Turkey,4
France,Egypt,2
France,Turkmenistan,2
France,Tajikistan,2
France,Kyrgyzstan,2
France,Uzbekistan,2
France,Kazakhstan,2
France,China,2
France,Mongolia,2
France,North Korea,2
France,South Korea,2
France,Japan,2
France,India,2
France,Pakistan,2
France,Bangladesh,2
France,Myanmar,2
France,Sri Lanka,2
France,Thailand,2
France,Cambodia,2
France,Laos,2
France,Vietnam,2
France,Malaysia,2
France,Singapore,2
France,Brunei,2
France,Philippines,2
France,Indonesia,2
France,East Timor,2
France,Australia,2
France,Papua New Guinea,2
France,New Zealand,2
Monaco,United States of America,2
Monaco,Canada,2
Monaco,United Kingdom,2
Monaco,Ireland,2
Monaco,Netherlands,2
Monaco,Belgium,2
Monaco,Luxembourg,2
Monaco,France,2
Monaco,Liechtenstein,2
Monaco,Switzerland,2
Monaco,Spain,2
Monaco,Andorra,2
Monaco,Portugal,2
Monaco,Germany,2
Monaco,Poland,2
Monaco,Austria,2
Monaco,Hungary,2
Monaco,Czech Republic,2
Monaco,Slovakia,2
Monaco,Italy,2
Monaco,San Marino,2
Monaco,Malta,2
Monaco,Albania,2
Monaco,Montenegro,2
Monaco,Macedonia,2
Monaco,Croatia,2
Monaco,Yugoslavia,2
Monaco,Bosnia and Herzegovina,2
Monaco,Slovenia,2
Monaco,Greece,2
Monaco,Cyprus,2
Monaco,Bulgaria,2
Monaco,Moldova,2
Monaco,Romania,2
Monaco,Russia,2
Monaco,Estonia,2
Monaco,Latvia,2
Monaco,Lithuania,2
Monaco,Ukraine,2
Monaco,Belarus,2
Monaco,Armenia,2
Monaco,Georgia,2
Monaco,Azerbaijan,2
Monaco,Finland,2
Monaco,Sweden,2
Monaco,Norway,2
Monaco,Denmark,2
Monaco,Iceland,2
Monaco,Turkey,2
Monaco,Turkmenistan,2
Monaco,Tajikistan,2
Monaco,Kyrgyzstan,2
Monaco,Uzbekistan,2
Monaco,Kazakhstan,2
Monaco,Mongolia,2
Liechtenstein,United States of America,2
Liechtenstein,Canada,2
Liechtenstein,United Kingdom,2
Liechtenstein,Ireland,2
Liechtenstein,Netherlands,2
Liechtenstein,Belgium,2
Liechtenstein,Luxembourg,2
Liechtenstein,France,2
Liechtenstein,Monaco,2
Liechtenstein,Switzerland,2
Liechtenstein,Spain,2
Liechtenstein,Andorra,2
Liechtenstein,Portugal,2
Liechtenstein,Germany,2
Liechtenstein,Poland,2
Liechtenstein,Austria,2
Liechtenstein,Hungary,2
Liechtenstein,Czech Republic,2
Liechtenstein,Slovakia,2
Liechtenstein,Italy,2
Liechtenstein,San Marino,2
Liechtenstein,Malta,2
Liechtenstein,Albania,2
Liechtenstein,Montenegro,2
Liechtenstein,Macedonia,2
Liechtenstein,Croatia,2
Liechtenstein,Yugoslavia,2
Liechtenstein,Bosnia and Herzegovina,2
Liechtenstein,Slovenia,2
Liechtenstein,Greece,2
Liechtenstein,Cyprus,2
Liechtenstein,Bulgaria,2
Liechtenstein,Moldova,2
Liechtenstein,Romania,2
Liechtenstein,Russia,2
Liechtenstein,Estonia,2
Liechtenstein,Latvia,2
Liechtenstein,Lithuania,2
Liechtenstein,Ukraine,2
Liechtenstein,Belarus,2
Liechtenstein,Armenia,2
Liechtenstein,Georgia,2
Liechtenstein,Azerbaijan,2
Liechtenstein,Finland,2
Liechtenstein,Sweden,2
Liechtenstein,Norway,2
Liechtenstein,Denmark,2
Liechtenstein,Iceland,2
Liechtenstein,Turkey,2
Liechtenstein,Turkmenistan,2
Liechtenstein,Tajikistan,2
Liechtenstein,Kyrgyzstan,2
Liechtenstein,Uzbekistan,2
Liechtenstein,Kazakhstan,2
Liechtenstein,Mongolia,2
Switzerland,United States of America,2
Switzerland,Canada,2
Switzerland,United Kingdom,2
Switzerland,Ireland,2
Switzerland,Netherlands,2
Switzerland,Belgium,2
Switzerland,Luxembourg,2
Switzerland,France,2
Switzerland,Monaco,2
Switzerland,Liechtenstein,2
Switzerland,Spain,2
Switzerland,Andorra,2
Switzerland,Portugal,2
Switzerland,Germany,2
Switzerland,Poland,2
Switzerland,Austria,2
Switzerland,Hungary,2
Switzerland,Czech Republic,2
Switzerland,Slovakia,2
Switzerland,Italy,2
Switzerland,San Marino,2
Switzerland,Malta,2
Switzerland,Albania,2
Switzerland,Montenegro,2
Switzerland,Macedonia,2
Switzerland,Croatia,2
Switzerland,Yugoslavia,2
Switzerland,Bosnia and Herzegovina,2
Switzerland,Slovenia,2
Switzerland,Greece,2
Switzerland,Cyprus,2
Switzerland,Bulgaria,2
Switzerland,Moldova,2
Switzerland,Romania,2
Switzerland,Russia,2
Switzerland,Estonia,2
Switzerland,Latvia,2
Switzerland,Lithuania,2
Switzerland,Ukraine,2
Switzerland,Belarus,2
Switzerland,Armenia,2
Switzerland,Georgia,2
Switzerland,Azerbaijan,2
Switzerland,Finland,2
Switzerland,Sweden,2
Switzerland,Norway,2
Switzerland,Denmark,2
Switzerland,Iceland,2
Switzerland,Turkey,2
Switzerland,Turkmenistan,2
Switzerland,Tajikistan,2
Switzerland,Kyrgyzstan,2
Switzerland,Uzbekistan,2
Switzerland,Kazakhstan,2
Switzerland,Mongolia,2
Switzerland,Philippines,2
Spain,United States of America,4
Spain,Canada,4
Spain,Costa Rica,2
Spain,United Kingdom,4
Spain,Ireland,4
Spain,Netherlands,4
Spain,Belgium,4
Spain,Luxembourg,4
Spain,France,4
Spain,Monaco,2
Spain,Liechtenstein,2
Spain,Switzerland,2
Spain,Andorra,2
Spain,Portugal,4
Spain,Germany,4
Spain,Poland,4
Spain,Austria,4
Spain,Hungary,4
Spain,Czech Republic,4
Spain,Slovakia,4
Spain,Italy,4
Spain,San Marino,2
Spain,Malta,4
Spain,Albania,4
Spain,Montenegro,4
Spain,Macedonia,2
Spain,Croatia,4
Spain,Yugoslavia,2
Spain,Bosnia and Herzegovina,2
Spain,Slovenia,4
Spain,Greece,4
Spain,Cyprus,4
Spain,Bulgaria,4
Spain,Moldova,2
Spain,Romania,4
Spain,Russia,2
Spain,Estonia,4
Spain,Latvia,4
Spain,Lithuania,4
Spain,Ukraine,2
Spain,Belarus,2
Spain,Armenia,2
Spain,Georgia,2
Spain,Azerbaijan,2
Spain,Finland,4
Spain,Sweden,4
Spain,Norway,4
Spain,Denmark,4
Spain,Iceland,4
Spain,Morocco,2
Spain,Algeria,2
Spain,Tunisia,2
Spain,Turkey,4
Spain,Turkmenistan,2
Spain,Tajikistan,2
Spain,Kyrgyzstan,2
Spain,Uzbekistan,2
Spain,Kazakhstan,2
Spain,Mongolia,2
Spain,Philippines,2
Andorra,United States of America,2
Andorra,Canada,2
Andorra,United Kingdom,2
Andorra,Ireland,2
Andorra,Netherlands,2
Andorra,Belgium,2
Andorra,Luxembourg,2
Andorra,France,2
Andorra,Monaco,2
Andorra,Liechtenstein,2
Andorra,Switzerland,2
Andorra,Spain,2
Andorra,Portugal,2
Andorra,Germany,2
Andorra,Poland,2
Andorra,Austria,2
Andorra,Hungary,2
Andorra,Czech Republic,2
Andorra,Slovakia,2
Andorra,Italy,2
Andorra,San Marino,2
Andorra,Malta,2
Andorra,Albania,2
Andorra,Montenegro,2
Andorra,Macedonia,2
Andorra,Croatia,2
Andorra,Yugoslavia,2
Andorra,Bosnia and Herzegovina,2
Andorra,Slovenia,2
Andorra,Greece,2
Andorra,Cyprus,2
Andorra,Bulgaria,2
Andorra,Moldova,2
Andorra,Romania,2
Andorra,Russia,2
Andorra,Estonia,2
Andorra,Latvia,2
Andorra,Lithuania,2
Andorra,Ukraine,2
Andorra,Belarus,2
Andorra,Armenia,2
Andorra,Georgia,2
Andorra,Azerbaijan,2
Andorra,Finland,2
Andorra,Sweden,2
Andorra,Norway,2
Andorra,Denmark,2
Andorra,Iceland,2
Andorra,Turkey,2
Andorra,Turkmenistan,2
Andorra,Tajikistan,2
Andorra,Kyrgyzstan,2
Andorra,Uzbekistan,2
Andorra,Kazakhstan,2
Andorra,Mongolia,2
Portugal,United States of America,4
Portugal,Canada,4
Portugal,United Kingdom,4
Portugal,Ireland,4
Portugal,Netherlands,4
Portugal,Belgium,4
Portugal,Luxembourg,4
Portugal,France,4
Portugal,Monaco,2
Portugal,Liechtenstein,2
Portugal,Switzerland,2
Portugal,Spain,4
Portugal,Andorra,2
Portugal,Germany,4
Portugal,Poland,4
Portugal,Austria,4
Portugal,Hungary,4
Portugal,Czech Republic,4
Portugal,Slovakia,4
Portugal,Italy,4
Portugal,San Marino,2
Portugal,Malta,4
Portugal,Albania,4
Portugal,Montenegro,4
Portugal,Macedonia,2
Portugal,Croatia,4
Portugal,Yugoslavia,2
Portugal,Bosnia and Herzegovina,2
Portugal,Slovenia,4
Portugal,Greece,4
Portugal,Cyprus,4
Portugal,Bulgaria,4
Portugal,Moldova,2
Portugal,Romania,4
Portugal,Russia,2
Portugal,Estonia,4
Portugal,Latvia,4
Portugal,Lithuania,4
Portugal,Ukraine,2
Portugal,Belarus,2
Portugal,Armenia,2
Portugal,Georgia,2
Portugal,Azerbaijan,2
Portugal,Finland,4
Portugal,Sweden,4
Portugal,Norway,4
Portugal,Denmark,4
Portugal,Iceland,4
Portugal,Algeria,2
Portugal,Tunisia,2
Portugal,Turkey,4
Portugal,Turkmenistan,2
Portugal,Tajikistan,2
Portugal,Kyrgyzstan,2
Portugal,Uzbekistan,2
Portugal,Kazakhstan,2
Portugal,Mongolia,2
Germany,United States of America,4
Germany,Canada,4
Germany,United Kingdom,4
Germany,Ireland,4
Germany,Netherlands,4
Germany,Belgium,4
Germany,Luxembourg,4
Germany,France,4
Germany,Monaco,2
Germany,Liechtenstein,2
Germany,Switzerland,2
Germany,Spain,4
Germany,Andorra,2
Germany,Portugal,4
Germany,Poland,4
Germany,Austria,4
Germany,Hungary,4
Germany,Czech Republic,4
Germany,Slovakia,4
Germany,Italy,4
Germany,San Marino,2
Germany,Malta,4
Germany,Albania,4
Germany,Montenegro,4
Germany,Macedonia,2
Germany,Croatia,4
